n_simulations	num_molecules	G0	overall_avg_years_to_zero	overall_std_years_to_zero	overall_avg_energy
1000	10000	1	25.38531279945243	3.3129175563877435	9.544778873935732
1000	10000	1	25.077523613963034	3.3388838326918058	9.557046336639525
1000	10000	2600	0.43530184804928124	0.10805849862949946	7.654886482782264
1000	10000	2600	0.4353018480492813	0.11025417119885955	7.658216666159708
1000	10000	47000	0.43889938398357287	0.10718030671529355	7.677545676624288
1000	10000	47000	0.4440958247775496	0.10551484998149559	7.65950915629772
1000	10000	300000	0.44109787816563995	0.11112658371056912	7.671972662792205
1000	10000	300000	0.4371006160164271	0.1074496111733252	7.669915124285034

