freq	Inten
41.759808	5.0485
70.143744	5.8347
99.034272	19.5444
104.811072	0.2729
153.79296	0.0242
212.183328	7.069
243.28780799999998	0.0138
254.67619199999996	6.409
267.77020799999997	0.6696
369.99744	0.99
393.84009599999996	0.3839
408.125856	29.1016
432.525312	101.8966
476.82575999999995	0.4721
478.639392	74.5701
503.39164800000003	4.9664
507.170304	0.2875
513.985824	80.5212
521.85216	1.2511
552.714528	34.8415
556.2074879999999	1.5924
586.180896	20.5161
665.322432	3.4118
686.221632	2.8686
695.5465919999999	20.3894
741.385824	5.6605
757.4247359999999	7.8891
766.201152	32.9385
776.751264	9.3377
780.3926399999999	4.9865
810.623328	3.0019
818.073408	6.2988
838.98912	22.7562
856.455168	79.4828
905.7162239999999	0.032
955.849824	3.7454
971.0379839999999	0.5247
979.775904	0.7659
980.060736	0.8918
991.0224000000001	0.0452
1073.323392	1.9385
1103.806176	2.9713
1114.318656	1.928
1145.833152	3.8121
1162.6551359999999	3.4776
1189.054368	5.2115
1212.083616	0.5188
1236.3619199999998	0.0127
1251.3192	2.3223
1285.2461759999999	5.0208
1300.96848	4.3471
1328.4984	3.0709
1354.9221119999997	1.1074
1376.219424	1.6851
1408.22064	13.3361
1418.300544	1.3665
1432.05024	0.1892
1442.182848	1.6314
1488.454464	2.6407
1501.815456	2.6032
1557.17232	3.2815
1572.4584	13.9319
1594.7047679999998	8.2522
1613.732928	0.0446
1871.585856	223.4176
3049.8431039999996	1.0119
3052.550784	0.6456
3054.4424639999997	4.4871
3056.981088	4.7118
3061.2032639999998	25.9146
3071.365056	42.445
3080.804928	50.8351
3104.496576	7.7174
3300.3864	106.8177
